raw_content,clean_content
"They burned him to the MUSCLE? Muscle is SO much deeper, more painful, and more dangerous than most people are aware of. 

A third-degree burn is classified as a burn reaching the dermis?? the second layer of skin. To reach muscle, you need to go PAST the epidermis (outer layer), PAST the dermis (now it??s third degree), PAST the hypodermis (protective fat layer below the skin), PAST THE FASCIA (tissue protecting the muscle) and into the muscle itself. 

It??s EXTREMELY severe. BEYOND severe. That they managed to create burn wounds to his MUSCLE can only be described as evil. I genuinely can??t even imagine how a human could be capable of doing such a thing. 

Even if intent to kill can??t be proven, they should have received more than 3-18 years. I have no sympathy for a torturer who never even shows remorse nor pity for their victim whose suffering lasted 10 DAYS.",burned muscle muscle much deeper painful dangerous people aware thirddegree burn classified burn reaching dermis second layer skin reach muscle need go past epidermis outer layer past dermis third degree past hypodermis protective fat layer skin past fascia tissue protecting muscle muscle extremely severe beyond severe managed create burn wound muscle described evil genuinely cant even imagine human could capable thing even intent kill cant proven received year no sympathy torturer never even show remorse pity victim whose suffering lasted day
18 YEARS?! 18. FUCKING. YEARS?! THATS SOME BS,year fucking year thats b
"I am forever amazed, but sadly shouldn??t be, at the utter cruelty that a person can inflict on another person.  Where do they even come up with such stuff?  Poor young man and his family.",forever amazed sadly shouldnt utter cruelty person inflict another person even come stuff poor young man family
Jesus. Well. Night guys,jesus well night guy
Nah  dude your channel is awesome I subscribe and thumbs up because you've been making great content and coverage of these cases. Keep it up brother I always look forward to watching your next video. Cheers from across the atlantic,nah dude channel awesome subscribe thumb youve making great content coverage case keep brother always look forward watching next video cheer across atlantic
Hey ??. A new one. ?,hey new one
The stupid shayman though what a devil,stupid shayman though devil
"Your intro always makes me laugh.
Stay weird. ?",intro always make laugh stay weird
You just did what stormchaser3115 told you not to do... that's a one way ticket to not being a successful YouTube guy hahaha,stormchaser told not thats one way ticket not successful youtube guy hahaha
Mohammad is a really popular name amongst these murders,mohammad really popular name amongst murder
"Omg this was so horrific. 
Sometimes I just don't understand the justice system. 
What is wrong with the people in this world.
Humanity is gone",omg horrific sometimes dont understand justice system wrong people world humanity gone
Girl what I watched it with u and u know that . Lmk .,girl watched u u know lmk
Their choice to save their ass by attempting to cover up their torture WAS the intent to murder. What else could they possibly have done? held him hostage forever to make sure he never speaks of the ordeal? no. Horrendous miscarriage of justice.,choice save as attempting cover torture intent murder else could possibly done held hostage forever make sure never speaks ordeal no horrendous miscarriage justice
The poor parents,poor parent
"Gave a thumbs up, but I couldn't watch the video. I've heard about what happened to him before and it's beyond disturbing. Thank you for helping people to remember him.",gave thumb couldnt watch video ive heard happened beyond disturbing thank helping people remember
The picture of a proud cadet. Standing between proud parents is awesome!! ?????????,picture proud cadet standing proud parent awesome
saw u say subscribethankyoubye and immediately liked (i was already subbed),saw u say subscribethankyoubye immediately liked already subbed
Whatever happened to the laptop?.... Did I miss it..... This case was awful - these monsters being out in 18 years to harm others seems unjust tbh,whatever happened laptop miss case awful monster year harm others seems unjust tbh
0:15  those ears ?? thou,ear thou
Love your work ?,love work
